date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:58:28	63093/63093	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:58:27%20GMT	https://unitlondon.com/content/feature/1977/detail/artworks9686/	C:/Users/Dhimas%20Qamariel/Documents/Coding/Coding/unitlondon/unitlondon.com/content/feature/1977/detail/artworks9686/index.html	(from https://unitlondon.com/artists/445-tyler-hobbs/)
14:58:28	64228/64228	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:58:27%20GMT	https://unitlondon.com/content/feature/1087/detail/artworks9191/	C:/Users/Dhimas%20Qamariel/Documents/Coding/Coding/unitlondon/unitlondon.com/content/feature/1087/detail/artworks9191/index.html	(from https://unitlondon.com/artists/325-cydne-jasmin-coleby/)
14:58:28	64379/64379	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:58:28%20GMT	https://unitlondon.com/content/feature/1087/detail/artworks9199/	C:/Users/Dhimas%20Qamariel/Documents/Coding/Coding/unitlondon/unitlondon.com/content/feature/1087/detail/artworks9199/index.html	(from https://unitlondon.com/artists/325-cydne-jasmin-coleby/)
14:58:30	166111/166111	---M--	200	added ('OK')	image/jpeg	etag:%229c537b59775a8b11f79dcf6be70a01aa%22	https://artlogic-res.cloudinary.com/w_1600,h_1000,c_limit,f_auto,fl_lossy,q_auto:good/ws-unitlondon3/usr/images/artists/hero_image/453/original_8192px-1-.jpg	C:/Users/Dhimas%20Qamariel/Documents/Coding/Coding/unitlondon/artlogic-res.cloudinary.com/w_1600,h_1000,c_limit,f_auto,fl_lossy,q_auto_good/ws-unitlondon3/usr/images/artists/hero_image/453/original_8192px-1-.jpg	(from https://unitlondon.com/artists/453-ix-shells/)
14:58:30	64367/64367	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:58:28%20GMT	https://unitlondon.com/content/feature/1087/detail/artworks9198/	C:/Users/Dhimas%20Qamariel/Documents/Coding/Coding/unitlondon/unitlondon.com/content/feature/1087/detail/artworks9198/index.html	(from https://unitlondon.com/artists/325-cydne-jasmin-coleby/)
14:58:30	64352/64352	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:58:28%20GMT	https://unitlondon.com/content/feature/1087/detail/artworks9193/	C:/Users/Dhimas%20Qamariel/Documents/Coding/Coding/unitlondon/unitlondon.com/content/feature/1087/detail/artworks9193/index.html	(from https://unitlondon.com/artists/325-cydne-jasmin-coleby/)
14:58:30	64121/64121	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:58:29%20GMT	https://unitlondon.com/content/feature/1087/detail/artworks8902/	C:/Users/Dhimas%20Qamariel/Documents/Coding/Coding/unitlondon/unitlondon.com/content/feature/1087/detail/artworks8902/index.html	(from https://unitlondon.com/artists/325-cydne-jasmin-coleby/)
14:58:32	166111/166111	---M--	200	added ('OK')	image/jpeg	etag:%229c537b59775a8b11f79dcf6be70a01aa%22	https://artlogic-res.cloudinary.com/w_1600,h_1000,c_limit,f_auto,fl_lossy,q_auto:good/ws-unitlondon3/usr/images/artists/hero_image_mobile/453/original_8192px-1-.jpg	C:/Users/Dhimas%20Qamariel/Documents/Coding/Coding/unitlondon/artlogic-res.cloudinary.com/w_1600,h_1000,c_limit,f_auto,fl_lossy,q_auto_good/ws-unitlondon3/usr/images/artists/hero_image_mobile/453/original_8192px-1-.jpg	(from https://unitlondon.com/artists/453-ix-shells/)
14:58:32	64063/64063	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:58:30%20GMT	https://unitlondon.com/content/feature/1087/detail/artworks8903/	C:/Users/Dhimas%20Qamariel/Documents/Coding/Coding/unitlondon/unitlondon.com/content/feature/1087/detail/artworks8903/index.html	(from https://unitlondon.com/artists/325-cydne-jasmin-coleby/)
14:58:32	65345/65345	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:58:31%20GMT	https://unitlondon.com/content/feature/1087/detail/artworks8759/	C:/Users/Dhimas%20Qamariel/Documents/Coding/Coding/unitlondon/unitlondon.com/content/feature/1087/detail/artworks8759/index.html	(from https://unitlondon.com/artists/325-cydne-jasmin-coleby/)
14:58:32	64063/64063	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:58:31%20GMT	https://unitlondon.com/content/feature/1087/detail/artworks8898/	C:/Users/Dhimas%20Qamariel/Documents/Coding/Coding/unitlondon/unitlondon.com/content/feature/1087/detail/artworks8898/index.html	(from https://unitlondon.com/artists/325-cydne-jasmin-coleby/)
14:58:33	34909/34909	---M--	200	added ('OK')	application/pdf	etag:%22885d-5e385990d8b89%22	https://unitlondon.com/usr/documents/artists/cv_download_url/453/ix-shells-cv.pdf	C:/Users/Dhimas%20Qamariel/Documents/Coding/Coding/unitlondon/unitlondon.com/usr/documents/artists/cv_download_url/453/ix-shells-cv.pdf	(from https://unitlondon.com/artists/453-ix-shells/)
14:58:36	61774/61774	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:58:33%20GMT	https://unitlondon.com/content/feature/1090/detail/image7965/	C:/Users/Dhimas%20Qamariel/Documents/Coding/Coding/unitlondon/unitlondon.com/content/feature/1090/detail/image7965/index.html	(from https://unitlondon.com/artists/325-cydne-jasmin-coleby/)
14:58:36	61827/61827	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:58:33%20GMT	https://unitlondon.com/content/feature/1090/detail/image7967/	C:/Users/Dhimas%20Qamariel/Documents/Coding/Coding/unitlondon/unitlondon.com/content/feature/1090/detail/image7967/index.html	(from https://unitlondon.com/artists/325-cydne-jasmin-coleby/)
14:58:36	61768/61768	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:58:33%20GMT	https://unitlondon.com/content/feature/1090/detail/image7968/	C:/Users/Dhimas%20Qamariel/Documents/Coding/Coding/unitlondon/unitlondon.com/content/feature/1090/detail/image7968/index.html	(from https://unitlondon.com/artists/325-cydne-jasmin-coleby/)
14:58:36	65457/65457	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:58:34%20GMT	https://unitlondon.com/content/feature/1087/detail/artworks8740/	C:/Users/Dhimas%20Qamariel/Documents/Coding/Coding/unitlondon/unitlondon.com/content/feature/1087/detail/artworks8740/index.html	(from https://unitlondon.com/artists/325-cydne-jasmin-coleby/)
14:58:39	98898/98898	---M--	200	added ('OK')	image/jpeg	etag:%22b69e15a90be54081e5d921e35e336f25%22	https://artlogic-res.cloudinary.com/w_1600,h_1000,c_limit,f_auto,fl_lossy,q_auto:good/ws-unitlondon3/usr/images/artists/hero_image/144/jason-seife-portrait-image-courtesy-of-the-robert-fontaine-gallery.jpg	C:/Users/Dhimas%20Qamariel/Documents/Coding/Coding/unitlondon/artlogic-res.cloudinary.com/w_1600,h_1000,c_limit,f_auto,fl_lossy,q_auto_go/ws-unitlondon3/usr/images/artists/hero_image/144/jason-seife-portrait-image-courtesy-of-the-robert-f	(from https://unitlondon.com/portfolio/jason-seife/)
14:58:39	178491/178491	---M--	200	added ('OK')	image/jpeg	etag:%2202b0e97daf8b93f757eb33e7b346b6a2%22	https://artlogic-res.cloudinary.com/w_1600,h_1000,c_limit,f_auto,fl_lossy,q_auto:good/ws-unitlondon3/usr/images/artists/hero_image/37/mr_jago_installs-013_srgb-1-.jpg	C:/Users/Dhimas%20Qamariel/Documents/Coding/Coding/unitlondon/artlogic-res.cloudinary.com/w_1600,h_1000,c_limit,f_auto,fl_lossy,q_auto_good/ws-unitlondon3/usr/images/artists/hero_image/37/mr_jago_installs-013_srgb-1-.jpg	(from https://unitlondon.com/artists/37-duncan-jago/)
14:58:39	119356/119356	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:58:37%20GMT	https://unitlondon.com/artists/144-jason-seife/	C:/Users/Dhimas%20Qamariel/Documents/Coding/Coding/unitlondon/unitlondon.com/artists/144-jason-seife/index.html	(from https://unitlondon.com/portfolio/jason-seife/)
14:58:39	487855/487855	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2007:58:37%20GMT	https://unitlondon.com/whats-on/62-online-exhibition-drawn-together/?_cmspreview=1	C:/Users/Dhimas%20Qamariel/Documents/Coding/Coding/unitlondon/unitlondon.com/whats-on/62-online-exhibition-drawn-together/indexe983.html	(from https://unitlondon.com/artists/325-cydne-jasmin-coleby/)
